
========================================
RELATÓRIO: FUNCIONÁRIOS
========================================
ID: 1 | Nome: Bruno
ID App: 39 | Pac: 29 | Vac: 11
ID App: 40 | Pac: 24 | Vac: 12
ID App: 41 | Pac: 16 | Vac: 11
ID App: 42 | Pac: 90 | Vac: 15
ID App: 43 | Pac: 74 | Vac: 9
ID App: 44 | Pac: 39 | Vac: 20
ID App: 45 | Pac: 81 | Vac: 2
ID App: 46 | Pac: 16 | Vac: 9
ID App: 47 | Pac: 68 | Vac: 7
ID App: 48 | Pac: 50 | Vac: 4
ID App: 49 | Pac: 90 | Vac: 15
ID App: 50 | Pac: 34 | Vac: 19
ID App: 51 | Pac: 31 | Vac: 9
ID App: 52 | Pac: 95 | Vac: 7
ID App: 53 | Pac: 70 | Vac: 2
ID App: 54 | Pac: 20 | Vac: 5
ID App: 55 | Pac: 66 | Vac: 10
ID App: 56 | Pac: 74 | Vac: 10
ID App: 57 | Pac: 73 | Vac: 14
ID App: 58 | Pac: 37 | Vac: 19
ID App: 59 | Pac: 73 | Vac: 11
ID App: 60 | Pac: 87 | Vac: 17
ID App: 61 | Pac: 25 | Vac: 4
ID App: 62 | Pac: 2 | Vac: 3
ID App: 63 | Pac: 32 | Vac: 9
ID App: 64 | Pac: 76 | Vac: 19
ID App: 65 | Pac: 92 | Vac: 3
ID App: 66 | Pac: 47 | Vac: 17
ID App: 67 | Pac: 93 | Vac: 3
ID App: 68 | Pac: 44 | Vac: 15
ID App: 69 | Pac: 43 | Vac: 8
ID App: 70 | Pac: 78 | Vac: 12
ID App: 71 | Pac: 90 | Vac: 16
ID App: 72 | Pac: 99 | Vac: 13
ID App: 73 | Pac: 33 | Vac: 11
ID App: 74 | Pac: 75 | Vac: 5
ID App: 75 | Pac: 75 | Vac: 20
ID App: 76 | Pac: 30 | Vac: 1
ID App: 77 | Pac: 85 | Vac: 6
ID App: 78 | Pac: 89 | Vac: 8
ID App: 79 | Pac: 31 | Vac: 5
ID App: 80 | Pac: 55 | Vac: 8
ID App: 81 | Pac: 84 | Vac: 14
ID App: 82 | Pac: 21 | Vac: 5
ID App: 83 | Pac: 52 | Vac: 14
ID App: 84 | Pac: 26 | Vac: 15
ID App: 85 | Pac: 26 | Vac: 3
ID App: 86 | Pac: 63 | Vac: 14
ID App: 87 | Pac: 99 | Vac: 12
ID App: 88 | Pac: 52 | Vac: 2
ID App: 89 | Pac: 85 | Vac: 20
ID App: 90 | Pac: 30 | Vac: 20
ID App: 91 | Pac: 85 | Vac: 16
ID App: 92 | Pac: 78 | Vac: 20
ID App: 93 | Pac: 48 | Vac: 4
ID App: 94 | Pac: 62 | Vac: 20
ID App: 95 | Pac: 48 | Vac: 12
ID App: 96 | Pac: 45 | Vac: 14
ID App: 97 | Pac: 61 | Vac: 12
ID App: 98 | Pac: 3 | Vac: 19
ID App: 99 | Pac: 21 | Vac: 20
ID App: 100 | Pac: 82 | Vac: 7

Total de registros: 100
